text,target
eu hoje falando que a comunidade lgbt+ entrou num padrao e namora pessoas iguais a si e que e comum o preterimento do negro e a objetificacao da mulher negra e etc com um casal gay branco atras de mim que podia me acusar de homofobia e acabar com a minha vida,0
alias por isso que eu nao assino. pra nao acabar com a minha vida social,0
eu mando cada foto pro romulo e pra maria que se um dia eles quiserem acabar com a minha vida ta facinho,0
essa conta ainda vai acabar com a minha vida ...,0
desgracada fdp fazendo macumbinhaaaa pra acabar com a minha vida achando que eu nao ia saber,0
mulheres ruivas vao acabar com minha vida,0
essa tequila vai acabar com a minha vida kkkkkk,0
hj as 21h47 minha mae me bate me deixando machucada e me ameaca apenas por eu falar que estou namorando uma garota... serio eu nao to bem eu acho que vou acabar com a minha vida de vez... entao... e isso estou machucada mais a morte vai me fazer esquecer isso,1
nossa outra igual eu nunca vi na vida ela e puro embalo e disparo e de parar a avenida ja e pura adrenalina no meu coracao essa sensacao mina tu vai acabar com a minha vida,0
o problema e que meu coracao sempre fala de mais sai dizendo cada eu te amo pra quem nao devia dessa vez ele escolheu voce pra acabar com a minha vida outra vez to colecionando garrafas vazias,0
pensando em como vou pegar uma barra de chocolate e comer tudo sem minha mae perceber e acabar com minha vida antes de eu repor,0
o bayern querer contratar o werner e pra querer acabar com a minha vida de vez.,0
maravilha meu pai vai tirar meu celular de novo e meu psicologico esta 100% abalado se eu nao acabar com minha vida hj...,1
saber que o louco do bira pode acabar com minha vida com um simples gesto me preocupa,0
o mej quer acabar com a minha vida,0
maldito sertanejo pra acabar com a minha vida,0
mesmo tendo provavelmente umas 3 provas que vao acabar com a minha vida,0
assistindo this is us pra acabar com a minha vida de vez,0
matheus e kauan para de acabar com minha vida agora,0
o problema e que meu coracao sempre fala demais sai dizendo cada eu te amo pra quem nao devia dessa vez ele escolheu voce pra acabar com a minha vida,0
salario caindo em pleno sabadou e hj tem logo o show do turma do pagode vou acabar com a minha vida mais uma vezzzz,0
taylor swift esta voltando para acabar com a minha vida,0
o objetivo de yuri ontem no role foi acabar com a minha vida so isso,0
eu preciso acabar com minha vida o mais rapido possivel,1
heloisa vai acabar com a minha vida kkkkkkk prevejo,0
dessa vez ele escolheu voce pra acabar com a minha vida,0
taylor swift esta voltando para acabar com a minha vida !,0
a porra dessa uber eats quer acabar com minha vida social,0
esss relatorio de estagio vai acabar com a minha vida social eu sinto,0
se aquele menino nao acabar com minha vida .. nao considero ele fdp,0
nossa estou cansado de viver,1
to tao cansado dessa vida. to tao cansado de nao conseguir ser feliz de nao ver luz no fim do tunel. to realmente bem cansado de viver assim.,1
oficialmente cansado de viver,1
primeiro capitulo no ar! ''ian thompson esta cansado de viver a vida que seus pais escolheram para ele e por isso decide voltar para sua cidade natal charleston e alugar um apartamento proximo a casa do avo... ...,0
tou tao cansado de viver .,1
cansado de viver em um pais que so anuncia tragedias lixo,0
na porta ao lado volta amanha para o wattpad e hoje ganhou capa e sinopse novas! ''ian thompson esta cansado de viver a vida que seus pais escolheram para ele e por isso decide voltar para sua cidade natal... ...,0
cansado de viver chega de ser um tormento na vida das pessoas,1
"oq vc tem? ""nada e so cansaco"" cansaco psicologico... cansado de viver isso sim.",1
cansado com dor de cabeca e sem vontade de viver,1
sabe o que e estar cansado de viver ?? pse to nesse nivel ja,1
realmente to cansado de viver,1
tem como nao acordar mais to cansado de viver isso todo dia,1
ai namoral? a existencia cansa to cansado de viver,1
voce esta triste e cansado de viver a vida em um carrossel e voce nao pode encontrar o lutador mas eu vejo isso em voce entao nos vamos caminhar com isso e mover montanhas nos vamos caminhar com isso e mover montanhas,0
cansado de viver dividido entre politica e varejo. as urgencias sao as mesmas e tudo e pra ontem.,0
voce esta triste e cansado de viver a vida em um carrossel. voce nao pode encontrar o lutador mas eu vejo isso em voce entao nos vamos caminhar com isso e mover montanhas !,0
e eu to tao cansado de viver longe das pessoas que eu gosto..,0
cansado de viver uma vida baseada em estacoes,0
cada vez mais cansado de viver ....,1
atencao jovens deem o banco para os idosos se tu tem 20 anos e ja ta cansado de viver entao imagina a porra do idoso da o banco pro idoso filha da pita,0
eu nunca tinha entendido isso. mas agora eu entendo. eu to cansado de viver .,1
um dia voce ta brincando com seus brinquedos jogando seu video game e cansado de viver por causa dos seus tramas de escola. no outro esta vendo tudo isso na vida de outra pessoa que voce gerou. a vida e uma bala parceiro! aproveita cada segundo.,0
e que a gente nao quer so comida mas tamo cansado de viver do pecado.,0
a gente vai lutar e se precisar vamo fazer revolucao e guerra. tamo cansado de viver em um pais racista onde so branco tem vez!,0
meme do tom cansado de viver ...,0
cansado de viver pelas posicoes de outros eu quero viver pra me agradaaaaar,0
a tristeza tenta a esperanca me roubar o coracao cansado de viver a frustracao de esperar mas deus nao vai deixar que o tempo possa sufocar preciso aprender a confiar e esperar.....,0
to cansado de viver duro,0
eu to cansado de viver isso qria que tudo acabasse,1
to cansado de viver mesmo,1
aff cansado de viver e serio,1
sei la so queria dormir pra sempre,1
dai voce mistura um monte de remedios esperando sei la dormir pra sempre ??? e acorda ja no dia seguinte so com uma dor no estomago absurda ???? acordada triste com dor no estomago mais azarada que eu???,1
chuvinha otima pra dormir pra sempre,0
carai esse clima da vontade de dormir pra sempre,0
cara so queria dormir pra sempre ate tudo isso passar ainda nao superei nada,1
eu queria dormir pra sempre deve ser mt bom,1
quero dormir pra sempre tem como?,1
meu sonho e dormir pra sempre mas quem dorme pra sempre eh quem morre mas eu nao quero morrer so quero dormir pra sempre msm.,0
so quero dormir pra sempre a,1
so quero dormir pra sempre,1
to so pensando: aquele dia a gente acorda com vontade de dormir pra sempre porque tudo esta uma bosta,1
isso e verdade queria dormir pra sempre,1
odeio a minha vida eu so queria dormir pra sempre e nunca acordar,1
o tanto de coisa que eu vou ter que fazer amanha...sla so queria dormir pra sempre,0
se vc dormir pra sempre nao vai mais dar risada das merdas que eu falo enquanto a gente almoca,0
momento que eu nao sei o que to sentindo e to sem proposito nenhumqueria dormir pra sempre,1
que vontade de dormir pra sempre,1
queria dormir pra sempre sabe,1
eu me sinto horrivel. eu prometi pra tanta gente que iria tentar melhorar mas as coisas so pioram e pioram. tudo dentro de mim doi de uma maneira insuportavel eu nem quero mais que as pessoas entendam. nao quero tentar explicar ou melhorar eu so quero dormir pra sempre .,1
vontade de dormir pra sempre,1
ah irmao sei la so queria dormir pra sempre,1
so queria dormir pra sempre ..,1
sou gorda sofri mt bullying e nunca vou conseguir ter uma vida boa porque a crise de ansiedade e depressao tomaram conta de mim so queria dormir pra sempre,1
to descrente da minha vida angustia sem motivo vontade de dormir pra sempre,1
porque ultimamente puf so queria dormir pra sempre,1
vontade de dormir pra sempre,1
to cansada quero dormir pra sempre ....,1
cansada demais queria dormir pra sempre,1
voce deve estar morto amigo kkkk,0
a mas como o jon vai matar matar o rei da noite se ele vai estar morto ??? pare de procurar logica num serie que tem dragoes,0
amnha vou estar morto na escola (ressaca),0
e que nao vai ficar no trono de ferro porque vai estar morto obrigado ...,0
o brook e um morto que comeu a fruta que impede que ele morra e ele comeu isso dps de estar morto e agr ele e um esqueleto vivo e morto,0
ei kunikida que tal voce parar de brincar de estar morto e tentar aparecer no novo capitulo mes que vem,0
morrer nao deveria ser tabu se pessoa quer morrer deixa ela morrer inferno afinal vai estar morto entao vai ter nem como se arrepender a vidas dos outros segue normal .. ninguem vai se parar porque alguem morre as viver e igual uma tortura dentro da propria bolha,1
ele pode estar no chao ele pode estar deitado ele pode estar morto ele pode estar de costas eu nao duvido nunca de stephen curry -,0
ruben branco faz piadas para quem merecia estar morto,0
"spider groot gamora e loki (ele pode nao estar morto mas em iw mostrou a ""morte"" entao conta)",0
so queria estar morto neste momento,1
vou chegar em casa e o cachorro vai estar morto de fome mas estou me sentindo bem demais onde estou,0
"uma frase que ache inspiradora  ""viver sem uma paixao e como estar morto "". me faz acreditar no amor entao eu gosto bastante. ...",0
devido o michael jackson ja estar morto e nao poder se defender eles acusam o documentario de calunia e esse tambem e um dos fatores responsaveis pelas acoes contra ele. nao quer dizer que o documentario e mentira,0
ai mais umas vez vo falar queria estar morto,1
absurdo e nao ter cancelado o cpf. eu aprendi que ao sacar a arma e para mandar chumbo quente e depois pode conversar um pouco se desejar com o quase morto tipo padre passando a extrema uncao. ele podia estar morto e a mulher tambem. ...,0
irmao queria estar morto .,1
e capaz de meu futuro neto estar morto e esse anime/manga ainda existir.,0
senhor o dia que alguem sentir ciumes de mim eu vou estar morto cm ctz porque vivo nao vai acontecer nunca,0
planejava estar morto agora.,1
parou porque quis garoto se estar morto e ser como a miley pqp mais da metade dos artistas queriam estar mortoskkkkk nao adianta chorar ariana e muito artista mas nao ta no pedestal que vcs a colocam bjs nego,0
vontade de estar morto esta mesmo grande nem imaginam,1
ata o michael passou de estar morto a estar no meio de uma guerra civil no iraque que e basicamente o mesmo,0
passar o dia do beijo sem beijar ngm e triste mas tu ja passou o dia dos finados sem estar morto ?,0
kkkkkjjk noooossa fi se o will faz isso cmg ele pode ate nao estar morto de verdade mas eu mato dps dessa palhacada,0
queria ficar bebado sem estar morto no outro dia nao ta facil,0
eu queria estar morto,1
tem que ser 2 rins msm porque pra ir no show do xxx tem que estar morto msm,0
e tipo algo que nunca aconteceria no mundo real e que vc nunca iria admitir que adoraria que acontecesse com vc mas que no fundo vc gostaria porque fala serio quem nao ama um cliche romantico haha se vc nao ama deve estar morto por dentro ~brincadeirinha ~,0
o erro da ditadura foi tortura e nao matar ... zico teve um irmao torturado ... ainda assim apoia quem acha que o irmao dele deveria estar morto ! na verdade morto quem esta e o zico a morte moral e a pior de todas as mortes,0
vai jogar virado eu vou estar morto e ainda tendo que dividir atencoes com a arbitragem to sentindo que e o dia do brilhar,0
queria estar morto . ha tempos.,1
nao e que eu queria morrer porque doi e a minha vida e uma bosta eu quero morrer porque assim e bem mais facil saca? morri acabou. se eu morro nao preciso me preocupar com nada referente a aparencia porque eu vou estar morto entao eu quero morrer porque e mais facil,1
eu sei foi so uma brincadeira. sorte do cidadao ja estar morto do contrario seria linchado.,0
porque nao ? eu nao quero pagar pra manter bandido la que merece estar morto e ate o mesmo os que merecem estar la eai como faz?,0
nao sei o que e pior viver ou nao estar morto,1
eu: palpatine seu fdp vc deveria estar morto also palpatine : ...,0
eu preferia estar morto,1
vi tao sublime a chuva caindo e nao pude toca-la a sensacao de vida que acompanha a chuva me foi tirada agora so me resta a sensacao de estar morto ... e agoniante morrer enquanto ainda respiraacordando todas manhas vivo dentro do mesmo corpo que pode ser intitulado de prisao..,1
posso estar morto de cansaco e ter me fodido muito no servico nos ultimos 3 dias mas porra esse mapeamento me rendeu muita risada e umas vistas do crl,0
gente mulher sem nocaoele poderia estar morto ! suicidio ou na cadeia prq ate os bandidos nao aceitam esse tipo de crime.ele e um escolhido de deus... muito abencoado!,0
"porque aquilo que a a rey tava olhando era a estrela da morte ne? aqueles destrocos. entao faz ""sentido"" (tirando o fato de que ele deveria estar morto ) a risada no final ser do imperador",0
olha... episodios 1 ao 3 e prometheus me fizeram eu achar que qualquer sequencia de ficcao vai ser bem ruim. ai se for bom vai ser uma boa surpresa e se for ruim vao estar simplesmente entregando o que eu esperava. em outras palavras e bom estar morto por dentro.,0
sem a sakura sasori nao ia estar morto pois a chyo sozinho ia perder pra ele.,0
a sensacao de estar morto por dentro e horrivel,1
nessa altura ele vai estar morto depois de anos a mamar uma belissima pensao de velhice que negam as geracoes mais novas ...,0
levando em conta que a cersei ta na lista da arya de pessoas que ela quer matar desde a season 2 seria o fan service perfeito ela riscando mais um nome da lista matando a cersei ainda mais com o rosto do jamie (mas pra isso ele teria que estar morto ),0
eu sei que eu estaria melhor morto,1
meu amor proprio foi violado minha privacidade foi revirada e ainda encontro ainda encontro repetindo em minha mente se nao posso ser eu mesmo eu me sentiria melhor morto,1
se nao posso ser eu mesmo eu me sentiria melhor morto !,1
eu estaria melhor morto,1
tem uma voz na minha cabeca dizendo que eu estaria melhor morto,1
e quer saber eu estaria melhor morto,1
haddad nunca foi homofobico aonde o povo ta com a cabeca. os bolsonaros que saem dizendo por ai que filho gay e melhor morto e nao o ...,0
se eu sinto falta de alguma amizade que eu tinha? posso ate ter mas se a pessoa ta melhor sem mim oq que eu posso fazer ne,0
todo mundo e melhor sem mim eu so dou desgosto,1
eu sabia que tudo e melhor sem mim .,1
por muito que goste de ti ao fim do dia sei que estas melhor sem mim e nao ha nada que eu possa fazer...,0
sinto tanto a tua falta mas sei que esta melhor sem mim,0
eu nao me dou ao luxo de sair da vida de ninguem a menos que a pessoa realmente esteja melhor sem mim o que sabemos que nao acontece ne?,0
cada vez tenho mais certeza de que nao faco falta em lugar nenhum e tudo e melhor sem mim .,1
a vida de muitas pessoas seria melhor sem mim por perto,1
o mundo seria melhor sem mim,1
nao sente falta da amizade do guilherme??  sentir eu sinto mas ele ta melhor sem mim ...,0
"alem disso e uma proposta muitas vezes egoista a pessoa ta melhor sem mim pra que impor uma dr e uma tentativa de reconciliacao senao pra afagar meu ego que ta dizendo ""ela te odeia vai resolver isso""?",0
eu sou um completo desastre em todos os aspectos da vida um inutil de verdade (ja falaram isso pra mim ) o mundo vai ser um lugar melhor sem mim,1
nao vou te chamar tu ta melhor sem mim  curte alguma coisa quero saber quem e ...,0
mas eu sei que ela vai ficar melhor sem mim,0
se ela ta melhor sem mim vou correr atras pra que ju?,0
para de fingir que ta melhor sem mim besta e deixa eu cuida de voce,0
preciso comecar a fazer terapia essas crises uma hr vai me matar,1
egua eu quero me matar real sem meme,1
meus pais estao com medo deu me matar,1
quebrei pela segunda vez meu oculos meu pai vai me matar real,0
o que fiz no fds inteiro? tudo menos estudar mas faco de consciencia limpa pois nao vou me matar uma por uma coisa que ja esta me matando,0
socorro enxaqueca vai me matar,0
as vezes da tanta vontade de me cortar outra vez mas realmente nao vai fazer a diferenca eu tinha e que me matar,1
tenho pressao alta mozi kkkkkkkkkk quer me matar e?,0
rapaz se esse programa de hj nao me matar de rir nada mais me matara,1
minha mae vai me matar quando descobrir que assinei esse pacote pelo cartao dela.,1
vc quer me matar do coracao filho? aquele papelao do lean juca no armario. cristo,1
a nicol foi ao meu telemovel na conta privada e meteu na foto dele! aptece me matar te!,1
ja falei que voce vai me matar do coracao ok?,1
essa ej vai me matar ainda se nao for de felicidade vai ser de desespero,1
incrivel o jeito que ela consegue me matar em 9s pic.twitter.com/yykbrnxj4x,0
amanha tenho dentista ela vai me matar amanha,0
essa sdds ainda vai me matar,0
meu pai pediu japa e eu vou comprar meu hamburguer vou me matar de tanto comer,0
so hoje eu comi um bolo inteiro vem gluten me matar pic.twitter.com/ovmyk0ksgr,0
puta que me pariu acabei de descobrir que tenho prova amanha eu vou me matar aaaacaralhooo,0
quer me matar de odio e acordar minha filha atoa tomar no meio do cu,0
hoje eu sonhei que uma menina qie faz rp la na univali tentava me matar hsbshshs que horror,0
filha da puta no meio da praia falou que queria pegar pedra pra jogar na minha cabeca que ia me matar . flamenguista e uma desgraca msm ne,0
vou me matar irmao puta que pariu como pode ser tao idiota e filha da puta,1
so hoje ja quis me matar 10 vezes grande dia,1
meu pai vai me matar,0
meu irmao vai me matar de rir kkkkkkkkllkkk,0
vem matar a saudade antes dela me matar,0
sujei a casa inteira de rosa mamae vai me matar,0
minha mae vai me matar,0
incrivel como meu pai me faz passar da euforia do borderline pra querer perguntar pra drogadinho na rua se tem arma pra me matar que eu pagava no dia do meu aniversario.,1
minha sogra vai me matar uma hora,0
quer me matar de raiva e nao me dar atencao,0
o pior e que antes das eleicoes esse menino era um cavalheiro chegava e beijava minha mao agr do nada toda vez que ele me ve fala que vai pegar uma arma e me matar,0
menina.. quer me matar do coracao????,0
o ciumes ainda vai me matar um dia,0
to brisando em voce to querendo te ver to puxando assunto pra vc me responder.. vem mas vem pra ficar sem hora pra voltar vem matar a saudade antes dela me matar .......,0
yuri vai me matar mane pqp,0
descobri o curiouscat acho legal quem quiser me matar por mensagem ou mandar mensagem de carinho fique a vontade,0
vasco ainda vai me matar e ta bem perto muito perto msm,0
caralho eu so queria me matar o que custaaaa pic.twitter.com/uuegewxqyi,1
como me matar sem deixar minha mae triste,1
ansiosa p receber o guilherme em cps e ele me matar sufocada de noite *-*,0
ai meu que vontade de me matar,1
o menino ta assistindo magic mike e coloca na legenda que ta aprendendo a dancar. e pra me matar do coracao mesmo ne,0
bicho ta passando o penultimo episodio da setima temporada tu e doida hbo quer me matar assim,0
eu conversando sobre o ceu pra o moco nao me matar dificil ser mulher,0
o fato de eu ser cristao n quer dizer que tenho que amar pessoas que seguem a ideologia que mais assassinou cristaos na historia universal. amo pessoas e odeio ideologia que quer me matar . esquerda e assassina. e eu odeio assassino,0
valeu a pena pelos seguintes motivos: estava com saudade dessa corna e a gente riu pra caralho e o hero e gosto suficiente pra me fazer ficar olhando pra tela de cinema sem querer me matar,0
adoro ouvir a tua voz ficar perto de voce essa distancia quer me matar,0
que vontade de queimar tudo fugir pra outro pais e comecar uma nova vida ou sei la me matar,1
ja comecei com: desculpa vc vai me matar,0
irmao a agonia ainda vai me matar me corroendo por dentro,1
eu nao vou me matar pra pagar 70 reais em ingresso pra final de rural nao podia mandar a porra do jogo pra porra do mineirao mas ta com medo e leva pro independencia pra colocar um preco abusivo desse,0
essa mania de guardar as coisas isso ainda vai me matar,0
seja fotografo da sua namorada ela vai querer me matar mas preciso postar essa obra de arte que tirei kdkgkh pic.twitter.com/8dhi2oivdi,0
c quer me matar de raiva isadora,0
quase engasguei com maca agora opa! tem uma bruxa malvada disfarcada de madastra da branca de neve tentando me matar ?,0
eu aceitei bebida de um estranho se minha mae souber ela vai me matar,0
acabei meus trabalhos agr a ansiedade p 22:30 ta imensa ja comprei o desfibrilador p minha arritmia nao me matar durante o epd,0
pensando em quem deve morrer em got enquanto a colica tenta me matar,0
pfvr alguem pode ficar 24h por dia cmg ate eu nao querer me matar mais,1
avaliacoes bimestrais = desespero vai essa aqui mesmo e minha mae vai me matar .,0
essa semana nao preciso me matar de estudar pra prova de quinta,0
"pede pra eu ligar pra ela e eu tenho que me matar pra puxar assunto com essa praga pra ela me responder com"" aaa taaa"".",0
ah nao cara... percebi que escrevi uma anamnese a mao com artigo de bioquimica atras meu deus do ceu vou me matar (sera que da pra entregar assim mesmo?),0
comi muito hoje amanha vou me matar na academia,0
o que sugere querida? uma prece a afrodite? ou devo fazer uma oferenda para o rei dos mares agradecendo por ele quase me matar afogada?,0
gente lua ta em leao e a venus em peixes puta que pariu quer me matar astrologia ?????????,0
a rihanna eh mt linda cara sera que se ela nao me matar eu tenho chance de casar com ela,0
a madonna quer me matar msm,0
leo conseguiu quase me matar do coracao viu filho da puta,0
ela vai me matar mas olha isso pic.twitter.com/ntmf4jd7js,0
galo vai me matar do coracao uai kkk nao sei se tenho psicologico pra isso,0
o fabio ainda vai me matar tentando driblar atacante uma hora isso vai dar merda,0
hoje aprendi uma nova palavra com minha irmazinha especiante (especial) - o ta voce e muito especiante essa menina ainda vai me matar de amor,0
projeto vai me matar esse periodo certeza,0
to aponto de me matar irmao,1
escola porque tentas me matar ?,0
crise de depressao e assim voce passa o dia fingindo esta bem. mas agora estou sentada na frente da tv tentando conter a vontade de me matar . e nao tem nenhum motivo aparente,1
minha mae ia me matar sem condicoes mas so dava pra comprar 3 tambem,0
meu pai quer me matar de odio olha a foto que ele me mandou pic.twitter.com/uvf7bledqy,0
a beleza dessa carinha gente aff podia me matar ...,0
vcs vao me matar se eu postar foto no insta novamente?,0
pior que se eu chegar doente na casa da minha mae ela vai me matar,0
com tremenda vontade de me matar,1
minha namorada quer me matar do coracao.,0
acho que ja posso comecar a escrever minha carta de suicidio,1
tem uma lista de uns 50 nomes pra colocar na minha carta de suicidio,1
escrevendo minha carta de suicidio chorando e ouvindo one direction,1
estou pensando seriamente em escrever minha carta de suicidio,1
vou terminar de escrever minha carta de suicidio,1
assinei minha carta de suicidio otimo,1
queria poder ter uma forma simples de me despedir dos meus amigos de uma maneira que eles nao percebam oque pretendo fazer. a minha carta de suicidio ta pronta e nela eu peco perdao a poucas pessoas. outras eu agradeco e outras eu agradeco por me fazerem chegar a isto,1
tem dias que eu nao aguento mais morar sozinha mas se eu voltasse e como se eu tivesse assinando minha carta de suicidio pois sem condicoes. tem dias que eu so queria que alguem planejasse o almoco comigo ou me ouvisse falando das cenas do dorama,1
e aqui que eu escrevo a minha carta de suicidio ?,1
>cheguei na escola sentei no fundo peguei o caderno e comecei a escrever minha carta de suicidio : mae me perdoa por isso mas vai ser o melhor pra todos vcs! saiba que eu te amo e se suportei isso durante muito tempo foi pra nao te deixar triste mas pra mim ja deu! desculpa>>,1
semana passada fiz minha segunda carta de suicidio e nao e que fiz sem chorar sem ter emocoes conheco meus limites e sei que algum dia vou passar deles e a partir deste dia deixarei de existir. assim todo mundo ficara feliz,1
parei pra pensar que ano passado escrevi minha carta de suicidio sera que esse ano eu escrevo outra?,1
minha carta de suicidio pode causar perturbacoes a quem tem o nome envolvido mas pergunta se eu ligo?!,1
depois disto lanco a minha carta de suicidio,1
na minha carta de suicidio eu com certeza citaria o meu primo. sempre esfregam na minha cara que ele se sai melhor em tudo. que entrou na escola que eu nao consegui entrar. que fez nao sei o que e pa. pena que nao poderia ver a cara de bosta deles lendo essa porra. desgracados,1
hj de tarde eu escrevi mentalmente a minha carta de suicidio,1
ja to escrevendo minha carta de suicidio,1
tava aqui pensando faz 8 meses quebeu tentei me matar e eu ainda nao joguei fora minha carta de suicidio . e deveria fazer 3 meses que eu nao memachuco mas agora so faz duas semanas. eu sou louca mesmo nao tem outra explicacao.,1
e minha carta de suicidio,1
qualquer hora dessa ja to pondo em pratica minha carta de suicidio,1
"muito bom que na minha carta de suicidio eu escrevi ""a culpa disso nao e de voces e minha "" na minha cabeca isso diminui o impacto",1
comecei a escrever minha carta de suicidio,1
eu escreveria minha carta de suicidio,1
eu ja estou fazendo minha carta de suicidio e voces?,1
hoje vim o caminho todo da van pensando o que eu escreveria na minha carta de suicidio caso eu me suicidasse,1
mostrei minha carta de suicidio /declaracao e recebi elogios,1
vou te mencionar na minha carta de suicidio,1
minha carta de suicidio hm,1
dia 12 de fevereiro eu comecei a fazer a minha carta de suicidio nessas eu meio que marquei quando o suicidio iria acontecer. nao sei o dia exatamente mas vai ser depois do dia 22 de abril/2019.,1
to perdendo a fe nas pessoas de um jeito que se eu me matar (inclusive quero) minha carta de suicidio vai ser escrita so pro meu cachorro,1
reescrever minha carta de suicidio,1
boa noite larilari : vou morrer sozinho larilari : e mt sua musica larilari : kkkkkkk,0
o apice da balada foi tocarem vou morrer sozinho e eu cantando bebada com o rafael rindo da minha cara.,0
escutando taylor e ficando bad sabendo que vou morrer sozinho .,0
as vzes eu me sinto so a musica do jao.. vou morrer sozinho realll,0
hj eu to so a musica do ... ai meu deus eu vou morrer sozinho se continuar nesse caminho ...,0
tu e tao carente que chega dar nojo nao e atoa que vai morrer sozinho nessa vida mediocre que voce leva kk  minha vida ta boa ...,0
ficar junto e nosso destino nois vamo morrer sozinho trepar dividindo um fino,0
qual e a trilha sonora da sua vida ?  jao - vou morrer sozinho ...,0
ai meu deus eu vou morrer sozinho,0
"{""fantasias""}: rafa ( ) se inspirou em ""vou morrer sozinho "" pro look e eu em ""imaturo"". pic.twitter.com/jziqh4p6pw",0
ai meu deus eu vou morrer sozinho,0
ja que eu vou morrer sozinho eu preciso ser o tio rico da familia a solucao perfeita e virar traficante,0
vou tenta voltar com minha ex pode ser um erro mais melhor que morrer sozinho,0
monogamia foi inventada por um cara de pau mole que nao conseguia comer ngm ai inventou o casamento pra garantir que nao ia morrer sozinho,0
"eu acho que vou morrer sozinho ""mas todo mundo morre sozinho "" reflita",0
to comecando acreditar nesse bglh que vou morrer sozinho,0
qual seu maior medo  como a maioria dos gays morrer sozinho ...,0
meu egoismo vai me fazer morrer sozinho ainda...,0
sou a cara de meu pai vou morrer sozinho com o meu rancor igual a ele predestinado a ser um merda teu sofrimento nao e nada comparado a o que voce herda,0
eu definitivamente nao tenho sorte no *amor* acho que nasci pra morrer sozinho,0
cada dia mais consciente que a gente nasce sozinho e vai morrer sozinho mesmo,0
carai a verdade e que eu sou um chatonildo vou morrer sozinho,0
nunca vai da certo c ngm mesmo  kkk nasci sozinho e vou morrer sozinho cria ...,0
tambem nao me interessa nao consigo continuar vendo acho cansativo... nada contra quem gosta so acho meio superestimada!,0
a personagem do livro ta passando muita vergonha e eu nao consigo continuar a ler porque to sentindo por ela,0
eu to rindo de nervoso porque eu comecei isso e agr nao consigo continuar,0
eu nao consigo continuar a do baby e daddy porque deu problema com o youtube,0
queria entender porque eu nao consigo continuar uma conversa com literalmente ninguem???,0
qual a chance do professor responder meu email ainda hj? porque sem a resposta nao consigo continuar o exercicio e ai sera se ate o fim do dia eu ja chorei? perguntas,0
eu nao consigo continuar dormindo quando levanta..,0
beleza eu nao consigo continuar o filme,0
ja entendi porque nao consigo continuar assistindo vikings,0
eu to me sentindo mais enganada que os fas da gravida de taubate. -tentei jogar albion: jogo crasha no tutorial e nao consigo continuar -tentei pegar twitch prime: me cobraram e nao da pra conectar -tentei dar sub num canal: me cobraram e a subscription nunca chegou ajudaluciabo,0
escrevi textinho tao lindo pra encaixar na fic bem meloso mesmo mas porra nao consigo continuar ela nunca vou colocar ele la ksksks,0
certissima voce! hahaha eu largo porque quando comeca me encher eu abandono nao consigo continuar,0
quando alguem me trata mal ou com arrogancia eu nao consigo continuar sendo a mesma com a pessoa nunca mais.,0
vei nao consigo continuar consumindo qualquer coisa que seja quando descubro que o produtor da coisa e bolsominion. seja musica servico produto qualquer coisa,0
mais dia menos dia vou ter de ir ao oftalmologista porque nao posso continuar a adiar o inadiavel,0
